,"Artibonite","","Anse Rouge","1ère L'Arbre","Grande Ravine","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Gros Trou","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Hatte Blanc","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Jeune Remy","Habitation","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Kabann Boeuf","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Kay Papa Jeune","Habitation","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Kouline Ti Jean","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","La Rocou Mombin","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","La Source de  Bas","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","La Visite","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Lakou Bourik","Habitation","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Lakou Mèvèy","Habitation","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Lassalle","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Lexi","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Loco","Habitation","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Maforouge","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Magasin","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Mahotière","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Makapen","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Mare Zanglais","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Marrau","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Mestiyen","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Morne Blanc","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Morne Fort","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Morne Julo","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Morne Vent","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Mouguyda","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Moula Manchette","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Nan Blene","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Nan Boulaille","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Nan Ciroel","Habitation","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Nan Dilus","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Nan Dimanche","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Nan Fede","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Nan François","Habitation","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Nan François","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Nan Milien","Habitation","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Nan Riche","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Nan Yosse","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Oranger","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Papaye","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Parousaille","Habitation","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Petit Lakou","Habitation","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Platon Credanord","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Platon Délivrance","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Platon des Parcs","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Platon Gagale","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Platon Galata","Habitation","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Platon Grigri","Habitation","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Platon Leger","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Platon Malfaite","Habitation","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Platon Moula Manchette","Habitation","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Platon Nan Coin","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Platon Nan Sceau","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Platon Oranger","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Platon Tâche","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Platon Zéphir","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Roche Rouge","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Sapotille","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Savane Rogé","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Sou Banc","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Source Blanche","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Sous Maca","Habitation","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Tentier","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Terre des Nègres","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Terre Salée","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Tête Boeuf","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Ti Boule","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Ti Rivière","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Ti Salin","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Vallée","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Vincent","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Zerbe Rouge","Localité","IHSI"
,"Artibonite","","Anse Rouge","1ère L'Arbre","Zorange","Localité","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Anba Dalle","Habitation","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Baladère","Habitation","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Biscaille","Habitation","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Bois Boulé","Habitation","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Bonal","Localité","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Boulaille Fè Byen","Habitation","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Bouvard","Localité","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Coridon","Localité","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Des Mornes","Habitation","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Figuier","Localité","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Frère Charles","Habitation","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Galgal","Habitation","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Grand Carrenage","Localité","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Grande-Savane","Localité","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Gwo Gayak","Localité","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Hatte Dimanche","Localité","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","L'Étang","Localité","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","La Croix","Habitation","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","La Robé","Localité","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Magasin","Localité","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Mariane","Localité","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Miguel","Localité","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Mont Bayard","Localité","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Morne Doelle","Localité","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Morne Visite","Habitation","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Nan Bezwen","Habitation","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Nan Melon","Habitation","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Parc Melon","Localité","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Petit Carrenage","Localité","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Petite Place","Localité","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Platon Oranger","Localité","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Platon Rassemblé","Localité","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Platon St Jean","Habitation","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Platon Tâche","Habitation","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Platon Zerbe à Flèches","Localité","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Pointe des Mangles","Localité","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Ramanèse","Localité","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Roche Cabrite","Habitation","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Savane Figuier","Habitation","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Sources-Chaudes","Localité","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Tête Saline","Habitation","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Ti Salin","Localité","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Toupeau","Habitation","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Vieux Caille","Habitation","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Vieux Hatte","Habitation","IHSI"
,"Artibonite","","Anse Rouge","2ème Sources Chaudes","Zo Bèf","Habitation","IHSI"
,"Artibonite","","Desdunes","2ème Desdunes","Duclos","Localité","IHSI"
,"Artibonite","","Desdunes","2ème Desdunes","Grand'Islet","Localité","IHSI"
,"Artibonite","","Desdunes","2ème Desdunes","Hatte Desdunes","Localité","IHSI"
,"Artibonite","","Desdunes","2ème Desdunes","Haute-Source","Localité","IHSI"
,"Artibonite","","Desdunes","2ème Desdunes","Model","Localité","IHSI"
,"Artibonite","","Dessalines","1ère Villars","Acul Bastère","Localité","IHSI"
,"Artibonite","","Dessalines","1ère Villars","Beaufort","Localité","IHSI"
,"Artibonite","","Dessalines","1ère Villars","Belanger","Localité","IHSI"
,"Artibonite","","Dessalines","1ère Villars","Boudette Petit Place","Localité","IHSI"
,"Artibonite","","Dessalines","1ère Villars","Cadeau","Localité","IHSI"
,"Artibonite","","Dessalines","1ère Villars","Carrefour Peille","Localité","IHSI"
,"Artibonite","","Dessalines","1ère Villars","Coussin","Localité","IHSI"
,"Artibonite","","Dessalines","1ère Villars","Danoir","Habitation","IHSI"
,"Artibonite","","Dessalines","1ère Villars","Fougère","Localité","IHSI"
,"Artibonite","","Dessalines","1ère Villars","Grachette","Localité","IHSI"
,"Artibonite","","Dessalines","1ère Villars","Hauteur Cadeau","Localité","IHSI"
,"Artibonite","","Dessalines","1ère Villars","Jean Denis","Localité","IHSI"
,"Artibonite","","Dessalines","1ère Villars","Létang","Localité","IHSI"
,"Artibonite","","Dessalines","1ère Villars","Moreau Peylle","Localité","IHSI"
,"Artibonite","","Dessalines","1ère Villars","Petit Marchand","Localité","IHSI"
,"Artibonite","","Dessalines","1ère Villars","Pierre Anbeau","Localité","IHSI"
,"Artibonite","","Dessalines","1ère Villars","Pisto","Localité","IHSI"
,"Artibonite","","Dessalines","1ère Villars","Pisto","Habitation","IHSI"
,"Artibonite","","Dessalines","1ère Villars","Renousseau","Localité","IHSI"
,"Artibonite","","Dessalines","1ère Villars","Reserve","Localité","IHSI"
,"Artibonite","","Dessalines","1ère Villars","Sanoir","Localité","IHSI"
,"Artibonite","","Dessalines","1ère Villars","Savary","Localité","IHSI"
,"Artibonite","","Dessalines","1ère Villars","Vedry","Localité","IHSI"
,"Artibonite","","Dessalines","1ère Villars","Villars","Localité","IHSI"
,"Artibonite","","Dessalines","1ère Villars","Villars","Habitation","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Amba Lagon","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Anba Canal","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Bas Gilbè","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Bastère","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Beaunot/ Borneau","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Bois Deyò","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Borbeille","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Caramel","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Charon","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Decosse","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Dekos","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Derrière Cimetière","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Derrière Jaden","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Detiette","Habitation","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Dezemo","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Dezo","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Dorber","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Duvalon","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Fasias","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Fourneau","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Gazany","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Ghavier","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Giazange","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Gibele","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Gilbert","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Gisile","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Givier","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Grandrack","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Hatte Cheveaux","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Haut Digre Breche","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Haut Gilbè","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","La Deseaux","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","La Koutie","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","La Ratte","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","La Vanj","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Laraque","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Laveaux","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Maché Bébé","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Nan Ragne","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Nandjack","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Odigre Brêche","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Pelicien","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Pistaux","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Poussan","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Rapin I","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Rapin II","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Sanonre","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Ti Berard","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Tiberard","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Vedene","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Vederie","Localité","IHSI"
,"Artibonite","","Dessalines","2ème Fossé Naboth","Vesène","Localité","IHSI"
,"Artibonite","","Dessalines","3ème Ogé","Barage","Localité","IHSI"
,"Artibonite","","Dessalines","3ème Ogé","Boissou","Localité","IHSI"
,"Artibonite","","Dessalines","3ème Ogé","Bougie","Localité","IHSI"
,"Artibonite","","Dessalines","3ème Ogé","Cabe","Habitation","IHSI"
,"Artibonite","","Dessalines","3ème Ogé","Carrefour Ti Bois","Localité","IHSI"
,"Artibonite","","Dessalines","3ème Ogé","Coguière","Habitation","IHSI"
,"Artibonite","","Dessalines","3ème Ogé","Cotière Mulatre","Localité","IHSI"
,"Artibonite","","Dessalines","3ème Ogé","Coutant","Localité","IHSI"
,"Artibonite","","Dessalines","3ème Ogé","Davenous","Habitation","IHSI"
,"Artibonite","","Dessalines","3ème Ogé","Delmèche","Habitation","IHSI"
,"Artibonite","","Dessalines","3ème Ogé","Detiète","Habitation","IHSI"
,"Artibonite","","Dessalines","3ème Ogé","Dulagon","Localité","IHSI"
,"Artibonite","","Dessalines","3ème Ogé","Grand Bois","Habitation","IHSI"
,"Artibonite","","Dessalines","3ème Ogé","Hatte Granmond","Localité","IHSI"
,"Artibonite","","Dessalines","3ème Ogé","Joux","Localité","IHSI"
,"Artibonite","","Dessalines","3ème Ogé","Jubile","Localité","IHSI"
,"Artibonite","","Dessalines","3ème Ogé","K Matin","Localité","IHSI"
,"Artibonite","","Dessalines","3ème Ogé","K-la-Ville","Localité","IHSI"
,"Artibonite","","Dessalines","3ème Ogé","Karay Bernard","Localité","IHSI"
,"Artibonite","","Dessalines","3ème Ogé","Macajoux","Localité","IHSI"
,"Artibonite","","Dessalines","3ème Ogé","Mahotière","Localité","IHSI"
,"Artibonite","","Dessalines","3ème Ogé","Matin","Habitation","IHSI"
,"Artibonite","","Dessalines","3ème Ogé","Mme Michelle","Localité","IHSI"
,"Artibonite","","Dessalines","3ème Ogé","Moulin","Habitation","IHSI"
,"Artibonite","","Dessalines","3ème Ogé","Nan Drapo","Localité","IHSI"
,"Artibonite","","Dessalines","3ème Ogé","Niel","Localité","IHSI"
,"Artibonite","","Dessalines","3ème Ogé","Odige","Localité","IHSI"
,"Artibonite","","Dessalines","3ème Ogé","Ogé","Localité","IHSI"
,"Artibonite","","Dessalines","3ème Ogé","Passe a Roche","Localité","IHSI"
,"Artibonite","","Dessalines","3ème Ogé","Pelerin","Habitation","IHSI"
,"Artibonite","","Dessalines","3ème Ogé","Petite Place Marchand","Localité","IHSI"
,"Artibonite","","Dessalines","3ème Ogé","Pinçon","Localité","IHSI"
,"Artibonite","","Dessalines","3ème Ogé","Pont Maçon","Localité","IHSI"
,"Artibonite","","Dessalines","3ème Ogé","Savane la Hatte","Localité","IHSI"
,"Artibonite","","Dessalines","3ème Ogé","Sessa","Localité","IHSI"
,"Artibonite","","Dessalines","3ème Ogé","Vanos","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Barrière","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Bassin Nanette","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Bassin Navette","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Bierrot","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Bois Debout","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Bois Mary","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Borin","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Cacotte","Habitation","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Cajean","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Camot","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Candy","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Carrefour Pere Gerôme","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Carrefour Père Gérôme","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Cebert","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Cessa","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Clebert","Habitation","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Clerto","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Coupe à l'Inde","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Courtant","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Des Bois","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Desance","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Desbois","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Donassien","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Dormeus","Habitation","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Dugat","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Frederic","Habitation","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Frédéric","Habitation","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Gaspard","Habitation","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Geny Paillée","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Grand Hatte","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Griotte","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Haut Marchand","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Jupon","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","La Dessin","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","La Gourde","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Labelle Toutrelle","Habitation","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Lagon Bleu","Habitation","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Laki","Habitation","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Le Gamelle","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Lescandre","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Libin","Habitation","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Mallongue","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Manyant","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Marcou","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Morne Rouge","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Motoga","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Nan Pi","Habitation","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Perodin","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Poste Pierrot","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Prien","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Proucha","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Rezin","Habitation","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Savane Brilée","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Savane Brillée","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Savane Longue","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Sterling","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Terre Noir","Habitation","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Ti Yat","Habitation","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Tibeau","Localité","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Timdi","Habitation","IHSI"
,"Artibonite","","Dessalines","4ème Poste Pierrot","Tiyat","Habitation","IHSI"
